Program,ParentProject,Project,StationName,StationCode,SampleDate,CollectionTime,LocationCode,CollectionDepth,UnitCollectionDepth,SampleTypeCode,CollectionReplicate,ResultsReplicate,LabBatch,LabSampleID,MatrixName,MethodName,Analyte,Unit,Result,Observation,MDL,RL,ResultQualCode,QACode,BatchVerification,ComplianceCode,SampleComments,CollectionComments,ResultsComments,BatchComments,EventCode,ProtocolCode,SampleAgency,GroupSamples,CollectionMethodName,TargetLatitude,TargetLongitude,CollectionDeviceDescription,CalibrationDate,PositionWaterColumn,PrepPreservationName,PrepPreservationDate,DigestExtractMethod,DigestExtractDate,AnalysisDate,DilutionFactor,ExpectedValue,LabAgency,SubmittingAgency,SubmissionCode,OccupationMethod,StartingBank,DistanceFromBank,UnitDistanceFromBank,StreamWidth,UnitStreamWidth,StationWaterDepth,UnitStationWaterDepth,HydroMod,HydroModLoc,LocationDetailWQComments,ChannelWidth,UpstreamLength,DownstreamLength,TotalReach,LocationDetailBAComments,county,county_fips,regional_board,rb_number,huc8,huc8_number,huc10,huc10_number,huc12,huc12_number,waterbody_type,SampleID
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Adobe Creek,902ADB848,12/4/2014,3:14:00,Not Recorded,0.1,m,Integrated,1,1,14L1027,B4L0661-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1.3,,-88,0.5,=,None,NR,NR,,,   ,,WQ,Not Recorded,RCFC,,3 hour auto sampler,33.51302,-117.2685776,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,12/22/2014,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1415-W2-848-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Adobe Creek,902ADB848,5/15/2015,15:46:00,Not Recorded,0.1,m,Integrated,1,1,5E26109,B5E1587-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,,,-88,0.2,ND,None,NR,NR,,,   ,,WQ,Not Recorded,RCFC,,3 hour auto sampler,33.51302,-117.2685776,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,5/26/2015,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1415-W3-848-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Adobe Creek,902ADB848,1/21/2016,8:28:00,Not Recorded,0.1,m,Integrated,1,1,6A27093,B6A1989-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.2,,-88,0.5,=,J,NR,NR,,,   ,,WQ,Not Recorded,RCFC,,24 hour auto sampler,33.51302,-117.2685776,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,1/27/2016,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1516-D1-848-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Adobe Creek,902ADB848,2/1/2016,9:01:00,Not Recorded,0.1,m,Integrated,1,1,6B05074,B6B0051-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,2,,-88,0.5,=,None,NR,NR,,,,,WQ,Not Recorded,RCFC,,Auto sampler automatically triggered,33.51302,-117.2685776,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,2/5/2016,1,,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1516-W2-848-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Adobe Creek,902ADB848,5/31/2017,8:25:00,Bank,0.1,m,Integrated,1,1,7F02018,B7E2602-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.6,,-88,0.5,=,None,NR,NR,,,,,WQ,Not Recorded,RCFC,,24 hour auto sampler,33.51302,-117.2685776,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,6/2/2017,1,,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1617-D1-848-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Line E Murrieta Cr MDP at Murrieta Cr - IAH,902MS4021,6/2/2014,9:25:00,Not Recorded,0.1,m,Grab,1,1,14F0428,B4F0100-01,runoff,Calculated,"Nitrogen, Total, Total",mg/L,4.4,,-88,0.2,=,None,NR,NR,,,   ,,WQ,Not Recorded,RCFC,,Water_Grab,33.546799,-117.2139969,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,6/4/2014,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,Murrieta Creek,1314-D1-4021-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Long Cyn u/s of Commerce Ctr Dr,902MS4192,9/12/2013,12:00:00,Midchannel,0.1,m ,Integrated,1,1,B3I1192-01,B3I1192-01,runoff,Calculated,"Nitrogen, Total, Total",mg/L,3.1,,-88,0.4,=,NMDL,NR,NR,,,,,WQ,Not Recorded,Not Recorded,,Not Recorded,33.514599,-117.1620026,Not Recorded,0000-00-00,Subsurface,Not Recorded,1/1/1950 0:00,Not Recorded,1/1/1950,9/19/2013,1,0,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,Murrieta Creek,1314-D1-4192-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Long Cyn u/s of Commerce Ctr Dr,902MS4192,9/12/2013,12:00:00,Not Recorded,0.1,m,Grab,1,1,[CALC]_RCFC091213,B3I1192-01,runoff,Calculated,"Nitrogen, Total, Total",mg/L,3.2,,0.19,0.4,=,None,NR,NR,,,AgencyCode and SampleDate added to LabBatch to make it unique. AgencyCode and SampleDate added to LabBatch to make it unique    ,,WQ,Not Recorded,RCFC,,Water_Grab,33.514599,-117.1620026,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,9/19/2013,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,Murrieta Creek,1314-D1-4192-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Murrieta Creek,902LMC778,11/21/2013,10:20:00,Not Recorded,0.1,m,Integrated,1,1,[CALC]_RCFC112113,B3K1946-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.86,,0.19,0.8,=,None,NR,NR,,,AgencyCode and SampleDate added to LabBatch to make it unique. AgencyCode and SampleDate added to LabBatch to make it unique    ,,WQ,Not Recorded,RCFC,,3 hour auto sampler,33.47789,-117.1421204,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,12/2/2013,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1314-W1-778--01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Murrieta Creek,902LMC778,11/21/2013,10:37:00,Midchannel,0.1,m ,Integrated,1,1,B3K2007-01,B3K2007-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1,,-88,0.4,=,NMDL,NR,NR,,,,,WQ,Not Recorded,Not Recorded,,Not Recorded,33.47789,-117.1421204,Not Recorded,0000-00-00,Subsurface,Not Recorded,1/1/1950 0:00,Not Recorded,1/1/1950,12/2/2013,1,0,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1314-W1-777-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Murrieta Creek,902LMC778,2/28/2014,6:00:00,Not Recorded,0.1,m,Integrated,1,1,[CALC]_RCFC022814,B4B2672-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,2.5,,0.25,1.3,=,None,NR,NR,,,AgencyCode and SampleDate added to LabBatch to make it unique. AgencyCode and SampleDate added to LabBatch to make it unique    ,,WQ,Not Recorded,RCFC,,3 hour auto sampler,33.47789,-117.1421204,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,3/5/2014,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1314-W3-778-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Murrieta Creek,902LMC778,5/14/2014,8:43:00,Not Recorded,0.1,m,Integrated,1,1,14E1445,B4E1276-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.1,,-88,0.2,=,J,NR,NR,,,   ,,WQ,Not Recorded,RCFC,,24 hour auto sampler,33.47789,-117.1421204,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,5/14/2014,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1314-D2-778-01C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Murrieta Creek,902LMC778,12/11/2014,8:55:00,Not Recorded,0.1,m,Integrated,1,1,14L1749,B4L1370-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1.1,,-88,0.2,=,None,NR,NR,,,   ,,WQ,Not Recorded,RCFC,,24 hour auto sampler,33.47789,-117.1421204,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,12/17/2014,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1415-D1-778-01C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Murrieta Creek,902LMC778,6/2/2016,8:20:00,Not Recorded,0.1,m,Integrated,1,1,6F03008,B6F0210-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.4,,-88,0.5,=,J,NR,NR,,,   ,,WQ,Not Recorded,RCFC,,24 hour auto sampler,33.47789,-117.1421204,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,6/3/2016,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1516-D2-778-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Murrieta Creek,902LMC778,12/16/2016,8:40:00,Bank,0.1,m,Integrated,1,1,6L22066,B6L1703-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1.5,,-88,0.2,=,None,NR,NR,,,,,WQ,Not Recorded,RCFC,,Auto sampler automatically triggered,33.47789,-117.1421204,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,12/22/2016,1,,Babcock,RCFC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1617-W2-778-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Murrieta Creek,902LMC778,1/9/2018,17:21:00,Not Recorded,0.1,m,Integrated,1,1,8A10123,B8A1025-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,5.2,,-88,0.2,=,None,NR,NR,,,,,WQ,Not Recorded,ALTA,,Auto sampler automatically triggered,33.47789,-117.1421204,Not Recorded,0000-00-00,Not Applicable,Not Recorded,1/1/1950 0:00,Not Recorded,1/1/1950,1/10/2018,1,,Babcock,ALTA,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1718-W1-778-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Murrieta Creek,902LMC778,3/23/2018,12:14:00,Not Recorded,0.1,m,Integrated,1,1,8C30039,B8C2328-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1.2,,-88,0.2,=,None,NR,NR,,,,,WQ,Not Recorded,ALTA,,Auto sampler automatically triggered,33.47789,-117.1421204,Not Recorded,0000-00-00,Not Applicable,Not Recorded,1/1/1950 0:00,Not Recorded,1/1/1950,3/30/2018,1,,Babcock,ALTA,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1718-W3-778-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Murrieta Creek,902LMC778,5/24/2018,9:00:00,Not Recorded,0.1,m,Integrated,1,1,[CALC]_180524,B8E2559-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.5,,0.12,0.61,=,J,NR,NR,,,,,WQ,Not Recorded,RCFC,,24 hour auto sampler,33.47789,-117.1421204,Not Recorded,0000-00-00,Not Applicable,Not Recorded,1/1/1950 0:00,Not Recorded,1/1/1950,5/29/2018,1,,RCFC,WoodGroup,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1718-D1-778-03
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Temecula Creek,902LTC777,11/21/2013,10:37:00,Not Recorded,0.1,m,Integrated,1,1,[CALC]_RCFC112113,B3K2007-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.96,,0.19,0.4,=,None,NR,NR,,,AgencyCode and SampleDate added to LabBatch to make it unique. AgencyCode and SampleDate added to LabBatch to make it unique    ,,WQ,Not Recorded,RCFC,,3 hour auto sampler,33.474171,-117.1375732,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,12/2/2013,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1314-W1-777-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Temecula Creek,902LTC777,9/10/2014,11:26:00,Not Recorded,0.1,m,Integrated,1,1,14I1137,B4I1026-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.4,,-88,0.2,=,None,NR,NR,,,   ,,WQ,Not Recorded,RCFC,,24 hour auto sampler,33.474171,-117.1375732,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,9/11/2014,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1415-D1-777-01C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Temecula Creek,902LTC777,10/4/2015,13:47:00,Not Recorded,0.1,m,Integrated,1,1,5J09058,B5J0233-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1.5,,-88,0.2,=,None,NR,NR,,,   ,,WQ,Not Recorded,RCFC,,Auto sampler automatically triggered,33.474171,-117.1375732,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,10/9/2015,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1516-W1-777-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Temecula Creek,902LTC777,3/8/2016,8:32:00,Not Recorded,0.1,m,Integrated,1,1,6C08134,B6C0823-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1.3,,-88,0.5,=,None,NR,NR,,,   ,,WQ,Not Recorded,RCFC,,Auto sampler automatically triggered,33.474171,-117.1375732,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,3/8/2016,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1516-W3-777-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Temecula Creek,902LTC777,9/14/2017,7:49:00,Bank,0.1,m,Integrated,1,1,7I15052,B7I1246-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1.3,,-88,0.2,=,None,NR,NR,,,,,WQ,Not Recorded,RCFC,,24 hour auto sampler,33.474171,-117.1375732,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,9/15/2017,1,,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1617-D2-777-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Temecula Creek,902LTC777,2/27/2018,11:24:00,Not Recorded,0.1,m,Integrated,1,1,8C06082,B8B2432-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1,,-88,0.2,=,None,NR,NR,,,,,WQ,Not Recorded,ALTA,,Auto sampler automatically triggered,33.474171,-117.1375732,Not Recorded,0000-00-00,Not Applicable,Not Recorded,1/1/1950 0:00,Not Recorded,1/1/1950,3/6/2018,1,,Babcock,ALTA,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1718-W2-777-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Temecula Creek,902LTC777,3/23/2018,11:42:00,Not Recorded,0.1,m,Integrated,1,1,8C30039,B8C2325-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1.2,,-88,0.2,=,None,NR,NR,,,,,WQ,Not Recorded,ALTA,,Auto sampler automatically triggered,33.474171,-117.1375732,Not Recorded,0000-00-00,Not Applicable,Not Recorded,1/1/1950 0:00,Not Recorded,1/1/1950,3/30/2018,1,,Babcock,ALTA,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1718-W3-777-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Temecula Creek,902LTC777,5/24/2018,7:42:00,Not Recorded,0.1,m,Integrated,1,1,8E24038,B8E2555-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1,,-88,0.2,=,None,NR,NR,,,,,WQ,Not Recorded,RCFC,,24 hour auto sampler,33.474171,-117.1375732,Not Recorded,0000-00-00,Not Applicable,Not Recorded,1/1/1950 0:00,Not Recorded,1/1/1950,5/24/2018,1,,RCFC,WoodGroup,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1718-D1-777-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,RCP outlet  to Warm Springs Creek d/s of M.H.S. Rd. - IAH,902MS4034,9/12/2013,13:35:00,Not Recorded,0.1,m,Grab,1,1,[CALC]_RCFC091213,B3I1196-01,runoff,Calculated,"Nitrogen, Total, Total",mg/L,1.8,,0.19,0.4,=,None,NR,NR,,,AgencyCode and SampleDate added to LabBatch to make it unique. AgencyCode and SampleDate added to LabBatch to make it unique    ,,WQ,Not Recorded,RCFC,,Water_Grab,33.547501,-117.1719971,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,9/13/2013,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,Murrieta Creek,1314-D1-4034-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Temecula Creek d/s of outlet at Butterfield Stage Rd - IAH,902RW4145,9/12/2013,10:25:00,Not Recorded,0.1,m,Grab,1,1,[CALC]_RCFC091213,B3I1191-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,2.4,,0.19,0.4,=,None,NR,NR,,,AgencyCode and SampleDate added to LabBatch to make it unique. AgencyCode and SampleDate added to LabBatch to make it unique    ,,WQ,Not Recorded,RCFC,,Water_Grab,33.4832,-117.0790024,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,9/19/2013,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,Temecula Creek,1314-D1-4145-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Upper Santa Margarita River,902USM828,6/3/2021,9:00:00,Not Recorded,0.1,m,Integrated,1,1,1F07094,C1F0454-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.3,,-88,0.2,=,None,NR,NR,Wood environmental on-site for bioassessment d/s,,,,WQ,Not Recorded,RCFC,,24 hour auto sampler,33.473351,-117.1434402,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,6/7/2021,1,,Babcock,WoodGroup,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,2021-D2-828-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Upper Santa Margarita River,902USM828,7/21/2021,8:55:00,Not Recorded,0.1,m,Integrated,1,1,1G28095,C1G2516-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,,,-88,0.5,ND,None,NR,NR,,,,,WQ,Not Recorded,RCFC,,24 hour auto sampler,33.473351,-117.1434402,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,7/28/2021,1,,Babcock,WoodGroup,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,2021-D3-828-01-C
San Diego Regional Water Quality Control Board 9,RWQCB9 Surface Water Monitoring,RWB9 Ambient Surface Water Monitoring FY19/20,Sandia Creek Lower-stream,902SNDIA1,10/31/2019,9:52:00,X,0.1,m,Grab,1,1,DeltaEnv_19K0064_W_TN,1911012-03,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,2.34,,0.005,0.01,=,None,VAC,Com,,,,,BA,MPSL-DFW_Field_v1.1,RWQCB9,,Water_Grab,33.436024,-117.2470551,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,11/11/2019,1,,DeltaEnv,DeltaEnv,A,,,,,,,,,,,,,,,,,,,San Diego,9,,,,,Sandia Canyon,1.80703E+11,NULL,902SAND10
San Diego Regional Water Quality Control Board 9,RWQCB9 Surface Water Monitoring,RWB9 Ambient Surface Water Monitoring FY19/20,Upstream Devil's Creek off S. Margarita,902DEVIL2,9/26/2019,9:11:00,X,0.1,m,Grab,1,1,DeltaEnv_19J0029_W_TN,1909133-02,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,3.88,,0.005,0.01,=,None,VAC,Com,,,,,BA,MPSL-DFW_Field_v1.1,RWQCB9,,Water_Grab,33.487003,-117.1744385,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,10/2/2019,1,,DeltaEnv,DeltaEnv,A,,,,,,,,,,,,,,,,,,,San Diego,9,,,,,Rainbow Creek-Santa Margarita River,1.80703E+11,NULL,902DEVIL2
San Diego Regional Water Quality Control Board 9,RWQCB9 Surface Water Monitoring,RWB9 Ambient Surface Water Monitoring FY18/19,Carlson-Sarabia Creek ,902CARSAB,6/19/2019,10:20:00,X,0.1,m,Grab,1,1,DeltaEnv_19G0098_W_TN,1906134-03,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.24,,0.005,0.01,=,None,VAC,Com,,,,,BA,MPSL-DFW_Field_v1.1,RWQCB9,,Water_Grab,33.462112,-117.1827698,Not Recorded,0000-00-00,Not Applicable,FieldAcidified,6/19/2019 0:00,None,1/1/1950,6/27/2019,1,,DeltaEnv,DeltaEnv,A,,,,,,,,,,,,,,,,,,,San Diego,9,,,,,Rainbow Creek-Santa Margarita River,1.80703E+11,NULL,Carlson-Sarabia
San Diego Regional Water Quality Control Board 9,RWQCB9 Surface Water Monitoring,RWB9 Ambient Surface Water Monitoring FY18/19,Sandia Creek Lower-stream,902SNDIA1,6/19/2019,12:12:00,X,0.1,m,Grab,1,1,DeltaEnv_19G0098_W_TN,1906134-07,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,1.3,,0.005,0.01,=,None,VAC,Com,,,,,BA,MPSL-DFW_Field_v1.1,RWQCB9,,Water_Grab,33.436024,-117.2470551,Not Recorded,0000-00-00,Not Applicable,FieldAcidified,6/19/2019 0:00,None,1/1/1950,6/27/2019,1,,DeltaEnv,DeltaEnv,A,,,,,,,,,,,,,,,,,,,San Diego,9,,,,,Sandia Canyon,1.80703E+11,NULL,Sandia #1
San Diego Regional Water Quality Control Board 9,RWQCB9 Surface Water Monitoring,RWB9 Ambient Surface Water Monitoring FY18/19,Upstream Devil's Creek off S. Margarita,902DEVIL2,6/19/2019,9:30:00,X,0.1,m,Grab,1,1,DeltaEnv_19G0098_W_TN,1906134-01,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,4.96,,0.005,0.01,=,None,VAC,Com,,,,,BA,MPSL-DFW_Field_v1.1,RWQCB9,,Water_Grab,33.487003,-117.1744385,Not Recorded,0000-00-00,Not Applicable,FieldAcidified,6/19/2019 0:00,None,1/1/1950,6/27/2019,1,,DeltaEnv,DeltaEnv,A,,,,,,,,,,,,,,,,,,,San Diego,9,,,,,Rainbow Creek-Santa Margarita River,1.80703E+11,NULL,Devil's#2
San Diego Regional Water Quality Control Board 9,RWQCB9 Surface Water Monitoring,RWB9 Ambient Surface Water Monitoring FY19/20,Mid-Stream Devil's Creek,902DEVIL1,10/31/2019,8:40:00,X,0.1,m,Grab,1,1,DeltaEnv_19K0064_W_TN,1911012-01,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,1.19,,0.005,0.01,=,None,VAC,Com,,,,,BA,MPSL-DFW_Field_v1.1,RWQCB9,,Water_Grab,33.474407,-117.1719055,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,11/11/2019,1,,DeltaEnv,DeltaEnv,A,,,,,,,,,,,,,,,,,,,San Diego,9,,,,,Rainbow Creek-Santa Margarita River,1.80703E+11,NULL,902DEVI10
San Diego Regional Water Quality Control Board 9,RWQCB9 Surface Water Monitoring,RWB9 Ambient Surface Water Monitoring FY19/20,Sandia Creek Mid-Stream,902SNDIA2,9/26/2019,10:33:00,X,0.1,m,Grab,1,1,DeltaEnv_19J0029_W_TN,1909133-04,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,2.88,,0.005,0.01,=,None,VAC,Com,,,,,BA,MPSL-DFW_Field_v1.1,RWQCB9,,Water_Grab,33.464176,-117.2385254,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,10/2/2019,1,,DeltaEnv,DeltaEnv,A,,,,,,,,,,,,,,,,,,,San Diego,9,,,,,Sandia Canyon,1.80703E+11,NULL,902SNDIA2
San Diego Regional Water Quality Control Board 9,RWQCB9 Surface Water Monitoring,RWB9 Ambient Surface Water Monitoring FY19/20,Sandia Creek Mid-Stream,902SNDIA2,10/31/2019,10:27:00,X,0.1,m,Grab,1,1,DeltaEnv_19K0064_W_TN,1911012-04,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,2.72,,0.005,0.01,=,None,VAC,Com,,,,,BA,MPSL-DFW_Field_v1.1,RWQCB9,,Water_Grab,33.464176,-117.2385254,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,11/11/2019,1,,DeltaEnv,DeltaEnv,A,,,,,,,,,,,,,,,,,,,San Diego,9,,,,,Sandia Canyon,1.80703E+11,NULL,902SAND20
